ts_utc	run_id	step	tokens_seen	raw_bytes_seen	train_loss	dev_loss	dev_bpb	lr	grad_norm	grad_norm_emb	grad_norm_attn	grad_norm_ffn	peak_vram_mb	tok_per_s	raw_bytes_per_s	elapsed_sec	git_commit	config_sha256	grad_norm_head
2026-09-02T02:25:14Z	cpt_t2b_gradsmoke_gradsmoke_seed42	4	131072	642712	7.182475	NA	2.170922	5.131212813e-06	27.75	10.0625	18.125	18.5	11935	2327.34	11412.11	56.32	afd4b4f9610cbc8a6a18653829a5893b76e523ae	bfd3749393258228b9136ca703623792d1d64cc54bf2aac83657c9391a810a5b	NA
2026-09-02T02:25:29Z	cpt_t2b_gradsmoke_gradsmoke_seed42	7	229376	1117577	7.656461	NA	2.165463	1.108644843e-06	26.625	8.8125	17.5	18	11935	3218.48	15681.25	71.27	afd4b4f9610cbc8a6a18653829a5893b76e523ae	bfd3749393258228b9136ca703623792d1d64cc54bf2aac83657c9391a810a5b	NA
2026-09-02T02:37:55Z	cpt_t2b_mean_grad_seed42	126	4128768	20043945	5.982515	NA	1.744113	9.775476359e-06	5.75	4.78125	2.09375	2.421875	11935	5772.94	28025.92	715.19	ce7701b102f5f4e43e7b304cfe6dd2785819688f	999ba55f53c06596743ca1415cf2a1f800e9bf71994494947936394919a2b3e1	NA
2026-09-02T02:46:02Z	cpt_t2b_mean_grad_seed42	253	8290304	40162535	5.521872	NA	1.647383	8.941857297e-06	4.90625	3.875	2	2.25	11935	6894.32	33399.66	1202.48	ce7701b102f5f4e43e7b304cfe6dd2785819688f	999ba55f53c06596743ca1415cf2a1f800e9bf71994494947936394919a2b3e1	NA
2026-09-02T02:54:23Z	cpt_t2b_mean_grad_seed42	379	12419072	60128473	5.348606	NA	1.603833	7.621660143e-06	4.40625	3.21875	2	2.234375	11935	7290.11	35295.97	1703.55	ce7701b102f5f4e43e7b304cfe6dd2785819688f	999ba55f53c06596743ca1415cf2a1f800e9bf71994494947936394919a2b3e1	NA
2026-09-02T03:02:43Z	cpt_t2b_mean_grad_seed42	505	16547840	80052469	5.306461	NA	1.582153	6.002566649e-06	4.09375	3.046875	1.789062	2.09375	11935	7507.92	36320.61	2204.05	ce7701b102f5f4e43e7b304cfe6dd2785819688f	999ba55f53c06596743ca1415cf2a1f800e9bf71994494947936394919a2b3e1	NA
2026-09-02T03:11:03Z	cpt_t2b_mean_grad_seed42	631	20676608	100047691	5.207269	NA	1.572605	4.306243677e-06	4.5	3.390625	1.859375	2.296875	11935	7647.11	37002.01	2703.84	0318527d55da0933b79e3764c69d44e95b8f2eb4	999ba55f53c06596743ca1415cf2a1f800e9bf71994494947936394919a2b3e1	NA
2026-09-02T03:19:23Z	cpt_t2b_mean_grad_seed42	757	24805376	120020420	5.169376	NA	1.569007	2.782131193e-06	4.34375	3.3125	1.835938	2.140625	11935	7742.2	37460.49	3203.92	95eede8e407fc2a6060f43e1e58e4326100ebe1f	999ba55f53c06596743ca1415cf2a1f800e9bf71994494947936394919a2b3e1	NA
2026-09-02T03:27:43Z	cpt_t2b_mean_grad_seed42	884	28966912	140137266	5.268881	NA	1.567876	1.639385921e-06	4.1875	3.125	1.820312	2.109375	11935	7821.64	37839.84	3703.43	95eede8e407fc2a6060f43e1e58e4326100ebe1f	999ba55f53c06596743ca1415cf2a1f800e9bf71994494947936394919a2b3e1	NA
2026-09-02T03:35:52Z	cpt_t2b_mean_grad_seed42	1010	33095680	160082668	5.301364	NA	1.567534	1.057577248e-06	4.125	2.984375	1.898438	2.140625	11935	7893.83	38182.16	4192.6	95eede8e407fc2a6060f43e1e58e4326100ebe1f	999ba55f53c06596743ca1415cf2a1f800e9bf71994494947936394919a2b3e1	NA
2026-09-07T02:33:12Z	cpt_c0_tied_headsmoke_seed42	5	163840	561915	2.709279	NA	1.136158	6.100297013e-06	5.96875	4.5	2.25	3.21875	11935	2728.05	9356.28	60.06	eed02d1e35b999db3358f3fb3e436533b5277e0a	8d126546352fc6b019653b9261d5458896a582f87a5205eefd1d674c862e367e	NA
2026-09-07T02:33:31Z	cpt_c0_tied_headsmoke_seed42	9	294912	1001936	2.724875	NA	1.1361	1.615350946e-06	3.328125	2.0625	1.53125	2.109375	11935	3728.37	12666.78	79.1	eed02d1e35b999db3358f3fb3e436533b5277e0a	8d126546352fc6b019653b9261d5458896a582f87a5205eefd1d674c862e367e	NA
2026-09-07T02:37:14Z	cpt_c0_constlr_lrsmoke_seed42	3	98304	331807	2.713968	NA	1.136241	1e-05	3.3125	2.109375	1.476562	2.09375	11935	1945.42	6566.39	50.53	0e6acf6e8e2c1dba2bec39c714ee3c42ae55846b	4ed9765df1a29579cd3433cc7b8f35b59b1ca020d625317262d36430565a8aab	NA
2026-09-07T02:37:29Z	cpt_c0_constlr_lrsmoke_seed42	6	196608	672339	2.620131	NA	1.136174	1e-05	3.265625	2.046875	1.414062	2.109375	11935	2994.29	10239.55	65.66	0e6acf6e8e2c1dba2bec39c714ee3c42ae55846b	4ed9765df1a29579cd3433cc7b8f35b59b1ca020d625317262d36430565a8aab	NA
2026-09-07T02:37:44Z	cpt_c0_constlr_lrsmoke_seed42	9	294912	1001936	2.722439	NA	1.13582	1e-05	3.375	2.0625	1.59375	2.140625	11935	3659.73	12433.59	80.58	0e6acf6e8e2c1dba2bec39c714ee3c42ae55846b	4ed9765df1a29579cd3433cc7b8f35b59b1ca020d625317262d36430565a8aab	NA
2026-09-07T02:40:41Z	cpt_untied_t2b_untiesmoke_seed42	4	131072	642712	7.180962	NA	2.170478	5.131212813e-06	27.875	2.796875	18.125	18.5	12758	2184.11	10709.77	60.01	e9e2228bdd59a98f26170dd5bce6ac054f32acca	22ebaf871045aecef396b7c409e5ace656c6c6b23bd37fe8f06e021bc17446dc	10.0625
2026-09-07T02:40:56Z	cpt_untied_t2b_untiesmoke_seed42	7	229376	1117577	7.654792	NA	2.164811	1.108644843e-06	26.625	2.640625	17.5	18	12758	3056.22	14890.67	75.05	e9e2228bdd59a98f26170dd5bce6ac054f32acca	22ebaf871045aecef396b7c409e5ace656c6c6b23bd37fe8f06e021bc17446dc	8.5
2026-09-07T02:47:29Z	cpt_dmg_mean_k1000_dmgsmoke_seed42	5	163840	561915	7.543828	NA	3.180177	6.100297013e-06	36	18.375	25.375	17.75	11935	2781.63	9540.05	58.9	686187493b34a3f428cf7694d423de20710363ff	92dd646d171948160d8537fcf57a16a58be4a7d1a810c2bed0601605ae144826	NA
2026-09-07T02:47:48Z	cpt_dmg_mean_k1000_dmgsmoke_seed42	9	294912	1001936	7.72472	NA	3.15217	1.615350946e-06	29.25	14.375	20.75	14.875	11935	3799.72	12909.19	77.61	686187493b34a3f428cf7694d423de20710363ff	92dd646d171948160d8537fcf57a16a58be4a7d1a810c2bed0601605ae144826	NA
2026-09-14T04:38:16Z	cpt_dmg_mean_k40_r1_seed42	10	327680	1099296	5.049943	NA	2.13358	9.998705533e-06	17	12.375	7.6875	8.75	11935	1439.38	4828.8	227.65	166725d0694747ccb46eb4883e0a96e6cece0873	7987a9ef5274f52c17dad518a8b2966d8eb8b550d789ceb9308963ae03adaf3e	NA
2026-09-14T04:39:12Z	cpt_dmg_mean_k40_r1_seed42	19	622592	2100511	4.820576	NA	1.968147	9.975580037e-06	13.8125	11.9375	3.953125	5.75	11935	2197.16	7412.83	283.36	166725d0694747ccb46eb4883e0a96e6cece0873	7987a9ef5274f52c17dad518a8b2966d8eb8b550d789ceb9308963ae03adaf3e	NA
2026-09-14T04:40:08Z	cpt_dmg_mean_k40_r1_seed42	28	917504	3090690	4.367254	NA	1.869993	9.924382433e-06	13.0625	11.875	3.296875	4.375	11935	2707.32	9119.84	338.9	166725d0694747ccb46eb4883e0a96e6cece0873	7987a9ef5274f52c17dad518a8b2966d8eb8b550d789ceb9308963ae03adaf3e	NA
2026-09-14T04:41:03Z	cpt_dmg_mean_k40_r1_seed42	37	1212416	4079039	4.375449	NA	1.803957	9.845509235e-06	12.5	11.75	2.453125	3.453125	11935	3073.34	10339.91	394.49	166725d0694747ccb46eb4883e0a96e6cece0873	7987a9ef5274f52c17dad518a8b2966d8eb8b550d789ceb9308963ae03adaf3e	NA
2026-09-14T04:41:59Z	cpt_dmg_mean_k40_r1_seed42	46	1507328	5066514	4.198585	NA	1.754463	9.739492028e-06	11.625	10.875	2.484375	3.3125	11935	3349.5	11258.54	450.02	166725d0694747ccb46eb4883e0a96e6cece0873	7987a9ef5274f52c17dad518a8b2966d8eb8b550d789ceb9308963ae03adaf3e	NA
2026-09-14T04:42:54Z	cpt_dmg_mean_k40_r1_seed42	55	1802240	6055371	3.889056	NA	1.714797	9.606733152e-06	11.25	10.0625	3.09375	4.0625	11935	3565.49	11979.73	505.47	166725d0694747ccb46eb4883e0a96e6cece0873	7987a9ef5274f52c17dad518a8b2966d8eb8b550d789ceb9308963ae03adaf3e	NA
2026-09-14T04:43:50Z	cpt_dmg_mean_k40_r1_seed42	64	2097152	7049878	3.775162	NA	1.682084	9.447217351e-06	10.1875	9.5	2.21875	3.046875	11935	3738.38	12567.11	560.98	166725d0694747ccb46eb4883e0a96e6cece0873	7987a9ef5274f52c17dad518a8b2966d8eb8b550d789ceb9308963ae03adaf3e	NA
2026-09-14T04:44:45Z	cpt_dmg_mean_k40_r1_seed42	73	2392064	8042731	3.795714	NA	1.653437	9.262967357e-06	9.3125	8.6875	1.976562	2.796875	11935	3881.12	13049.31	616.33	166725d0694747ccb46eb4883e0a96e6cece0873	7987a9ef5274f52c17dad518a8b2966d8eb8b550d789ceb9308963ae03adaf3e	NA
2026-09-14T04:45:41Z	cpt_dmg_mean_k40_r1_seed42	82	2686976	9039183	3.48054	NA	1.62927	9.054109236e-06	10	9.25	2.234375	3.171875	11935	3999.12	13453.34	671.89	166725d0694747ccb46eb4883e0a96e6cece0873	7987a9ef5274f52c17dad518a8b2966d8eb8b550d789ceb9308963ae03adaf3e	NA
2026-09-14T04:46:36Z	cpt_dmg_mean_k40_r1_seed42	91	2981888	10028127	3.735991	NA	1.608525	8.824422858e-06	8.875	8.25	1.789062	2.65625	11935	4098.62	13783.71	727.53	166725d0694747ccb46eb4883e0a96e6cece0873	7987a9ef5274f52c17dad518a8b2966d8eb8b550d789ceb9308963ae03adaf3e	NA
2026-09-14T04:47:31Z	cpt_dmg_mean_k40_r1_seed42	100	3276800	11025078	3.902952	NA	1.590948	8.571755065e-06	8.625	8	1.898438	2.625	11935	4186.65	14086.35	782.68	166725d0694747ccb46eb4883e0a96e6cece0873	7987a9ef5274f52c17dad518a8b2966d8eb8b550d789ceb9308963ae03adaf3e	NA
2026-09-14T04:48:26Z	cpt_dmg_mean_k40_r1_seed42	109	3571712	12018367	3.822416	NA	1.575833	8.300522288e-06	8	7.40625	1.976562	2.375	11935	4266.04	14354.7	837.24	166725d0694747ccb46eb4883e0a96e6cece0873	7987a9ef5274f52c17dad518a8b2966d8eb8b550d789ceb9308963ae03adaf3e	NA
2026-09-14T04:49:20Z	cpt_dmg_mean_k40_r1_seed42	118	3866624	13006861	3.667765	NA	1.562482	8.012986866e-06	7.90625	7.21875	1.898438	2.5625	11935	4339.1	14596.2	891.11	166725d0694747ccb46eb4883e0a96e6cece0873	7987a9ef5274f52c17dad518a8b2966d8eb8b550d789ceb9308963ae03adaf3e	NA
2026-09-14T04:50:14Z	cpt_dmg_mean_k40_r1_seed42	127	4161536	14005490	3.56859	NA	1.551169	7.706503625e-06	7.84375	6.96875	2.03125	2.953125	11935	4402.62	14816.86	945.24	166725d0694747ccb46eb4883e0a96e6cece0873	7987a9ef5274f52c17dad518a8b2966d8eb8b550d789ceb9308963ae03adaf3e	NA
2026-09-14T04:51:12Z	cpt_dmg_mean_k40_r1_seed42	137	4489216	15091163	3.547265	NA	1.540637	7.357347085e-06	7.375	6.6875	1.6875	2.65625	11935	4476.05	15046.91	1002.94	166725d0694747ccb46eb4883e0a96e6cece0873	7987a9ef5274f52c17dad518a8b2966d8eb8b550d789ceb9308963ae03adaf3e	NA
2026-09-14T04:52:06Z	cpt_dmg_mean_k40_r1_seed42	146	4784128	16081970	3.969251	NA	1.532321	7.026366569e-06	12.125	10.3125	3.34375	5.4375	11935	4526.2	15214.95	1056.98	166725d0694747ccb46eb4883e0a96e6cece0873	7987a9ef5274f52c17dad518a8b2966d8eb8b550d789ceb9308963ae03adaf3e	NA
2026-09-14T04:53:01Z	cpt_dmg_mean_k40_r1_seed42	155	5079040	17067319	3.591682	NA	1.525858	6.687665616e-06	7	6.3125	1.8125	2.390625	11935	4565.9	15342.98	1112.39	166725d0694747ccb46eb4883e0a96e6cece0873	7987a9ef5274f52c17dad518a8b2966d8eb8b550d789ceb9308963ae03adaf3e	NA
2026-09-14T04:53:56Z	cpt_dmg_mean_k40_r1_seed42	164	5373952	18077302	3.69054	NA	1.519694	6.332833248e-06	7.15625	6.5	1.789062	2.4375	11935	4603.01	15483.94	1167.49	166725d0694747ccb46eb4883e0a96e6cece0873	7987a9ef5274f52c17dad518a8b2966d8eb8b550d789ceb9308963ae03adaf3e	NA
2026-09-14T04:54:52Z	cpt_dmg_mean_k40_r1_seed42	173	5668864	19090470	3.492784	NA	1.51408	5.971405054e-06	7.09375	6.40625	1.796875	2.453125	11935	4634.23	15606.23	1223.26	166725d0694747ccb46eb4883e0a96e6cece0873	7987a9ef5274f52c17dad518a8b2966d8eb8b550d789ceb9308963ae03adaf3e	NA
2026-09-14T04:55:48Z	cpt_dmg_mean_k40_r1_seed42	182	5963776	20103724	3.482943	NA	1.509265	5.606839533e-06	6.90625	6.125	1.75	2.671875	11935	4662.53	15717.25	1279.09	166725d0694747ccb46eb4883e0a96e6cece0873	7987a9ef5274f52c17dad518a8b2966d8eb8b550d789ceb9308963ae03adaf3e	NA
2026-09-14T04:56:44Z	cpt_dmg_mean_k40_r1_seed42	191	6258688	21112932	3.452141	NA	1.505162	5.243026638e-06	6.625	6	1.671875	2.25	11935	4689.09	15818.07	1334.73	166725d0694747ccb46eb4883e0a96e6cece0873	7987a9ef5274f52c17dad518a8b2966d8eb8b550d789ceb9308963ae03adaf3e	NA
2026-09-14T04:57:40Z	cpt_dmg_mean_k40_r1_seed42	200	6553600	22105334	3.505309	NA	1.501723	4.886897738e-06	6.46875	5.75	1.773438	2.34375	11935	4712.27	15894.51	1390.75	166725d0694747ccb46eb4883e0a96e6cece0873	7987a9ef5274f52c17dad518a8b2966d8eb8b550d789ceb9308963ae03adaf3e	NA
2026-09-14T04:58:35Z	cpt_dmg_mean_k40_r1_seed42	209	6848512	23108154	3.467384	NA	1.498569	4.530975683e-06	6.34375	5.65625	1.8125	2.265625	11935	4736.65	15982.32	1445.86	166725d0694747ccb46eb4883e0a96e6cece0873	7987a9ef5274f52c17dad518a8b2966d8eb8b550d789ceb9308963ae03adaf3e	NA
2026-09-14T04:59:30Z	cpt_dmg_mean_k40_r1_seed42	218	7143424	24094039	3.455593	NA	1.496006	4.187149871e-06	6.75	5.96875	1.820312	2.546875	11935	4759.86	16054.53	1500.76	166725d0694747ccb46eb4883e0a96e6cece0873	7987a9ef5274f52c17dad518a8b2966d8eb8b550d789ceb9308963ae03adaf3e	NA
2026-09-14T05:00:24Z	cpt_dmg_mean_k40_r1_seed42	227	7438336	25083391	3.487037	NA	1.493886	3.850352306e-06	6.3125	5.5	1.703125	2.578125	11935	4782.56	16127.64	1555.3	166725d0694747ccb46eb4883e0a96e6cece0873	7987a9ef5274f52c17dad518a8b2966d8eb8b550d789ceb9308963ae03adaf3e	NA
2026-09-14T05:01:19Z	cpt_dmg_mean_k40_r1_seed42	236	7733248	26083180	3.475076	NA	1.49209	3.52053931e-06	6.375	5.6875	1.734375	2.296875	11935	4802.03	16196.57	1610.41	166725d0694747ccb46eb4883e0a96e6cece0873	7987a9ef5274f52c17dad518a8b2966d8eb8b550d789ceb9308963ae03adaf3e	NA
2026-09-14T05:02:14Z	cpt_dmg_mean_k40_r1_seed42	245	8028160	27080192	3.461484	NA	1.490649	3.204289243e-06	6.1875	5.5	1.648438	2.3125	11935	4820.92	16261.7	1665.27	166725d0694747ccb46eb4883e0a96e6cece0873	7987a9ef5274f52c17dad518a8b2966d8eb8b550d789ceb9308963ae03adaf3e	NA
2026-09-14T05:03:08Z	cpt_dmg_mean_k40_r1_seed42	254	8323072	28062322	3.408998	NA	1.48933	2.907073083e-06	6.375	5.5625	1.90625	2.4375	11935	4841.4	16323.42	1719.15	166725d0694747ccb46eb4883e0a96e6cece0873	7987a9ef5274f52c17dad518a8b2966d8eb8b550d789ceb9308963ae03adaf3e	NA
2026-09-14T05:04:02Z	cpt_dmg_mean_k40_r1_seed42	263	8617984	29052806	3.529063	NA	1.488249	2.623595102e-06	6.40625	5.78125	1.65625	2.234375	11935	4859.85	16383.46	1773.3	166725d0694747ccb46eb4883e0a96e6cece0873	7987a9ef5274f52c17dad518a8b2966d8eb8b550d789ceb9308963ae03adaf3e	NA
2026-09-14T05:04:57Z	cpt_dmg_mean_k40_r1_seed42	272	8912896	30037107	3.479864	NA	1.487384	2.359829182e-06	17.25	12.5	11.3125	2.90625	11935	4874.41	16427.11	1828.51	166725d0694747ccb46eb4883e0a96e6cece0873	7987a9ef5274f52c17dad518a8b2966d8eb8b550d789ceb9308963ae03adaf3e	NA
2026-09-14T05:05:53Z	cpt_dmg_mean_k40_r1_seed42	281	9207808	31042509	3.25138	NA	1.486815	2.110583135e-06	6.40625	5.5	1.882812	2.703125	11935	4887.3	16476.68	1884.03	166725d0694747ccb46eb4883e0a96e6cece0873	7987a9ef5274f52c17dad518a8b2966d8eb8b550d789ceb9308963ae03adaf3e	NA
2026-09-14T05:06:49Z	cpt_dmg_mean_k40_r1_seed42	290	9502720	32030208	3.464996	NA	1.486263	1.887133296e-06	6.28125	5.53125	1.726562	2.453125	11935	4898.6	16511.4	1939.88	166725d0694747ccb46eb4883e0a96e6cece0873	7987a9ef5274f52c17dad518a8b2966d8eb8b550d789ceb9308963ae03adaf3e	NA
2026-09-14T05:07:43Z	cpt_dmg_mean_k40_r1_seed42	299	9797632	33020705	3.421686	NA	1.48586	1.685773618e-06	6.5625	5.9375	1.703125	2.234375	11935	4912.25	16555.63	1994.53	166725d0694747ccb46eb4883e0a96e6cece0873	7987a9ef5274f52c17dad518a8b2966d8eb8b550d789ceb9308963ae03adaf3e	NA
2026-09-14T05:08:39Z	cpt_dmg_mean_k40_r1_seed42	308	10092544	34018734	3.65181	NA	1.485571	1.507182587e-06	6.65625	5.9375	1.757812	2.390625	11935	4922.1	16590.82	2050.46	166725d0694747ccb46eb4883e0a96e6cece0873	7987a9ef5274f52c17dad518a8b2966d8eb8b550d789ceb9308963ae03adaf3e	NA
2026-09-14T05:09:35Z	cpt_dmg_mean_k40_r1_seed42	317	10387456	35021670	3.403483	NA	1.485394	1.353434409e-06	6.15625	5.40625	1.773438	2.359375	11935	4932.53	16630.2	2105.91	166725d0694747ccb46eb4883e0a96e6cece0873	7987a9ef5274f52c17dad518a8b2966d8eb8b550d789ceb9308963ae03adaf3e	NA
2026-09-14T05:10:30Z	cpt_dmg_mean_k40_r1_seed42	326	10682368	36006644	3.503907	NA	1.485142	1.228494711e-06	6.21875	5.34375	1.734375	2.6875	11935	4943.34	16662.33	2160.96	166725d0694747ccb46eb4883e0a96e6cece0873	7987a9ef5274f52c17dad518a8b2966d8eb8b550d789ceb9308963ae03adaf3e	NA
2026-09-14T05:11:25Z	cpt_dmg_mean_k40_r1_seed42	335	10977280	37005374	3.260549	NA	1.48497	1.128976249e-06	6.1875	5.40625	1.726562	2.421875	11935	4953.01	16697.04	2216.28	166725d0694747ccb46eb4883e0a96e6cece0873	7987a9ef5274f52c17dad518a8b2966d8eb8b550d789ceb9308963ae03adaf3e	NA
2026-09-14T05:12:20Z	cpt_dmg_mean_k40_r1_seed42	344	11272192	38011382	3.525085	NA	1.484813	1.057028693e-06	6.25	5.53125	1.726562	2.34375	11935	4962.31	16733.58	2271.56	166725d0694747ccb46eb4883e0a96e6cece0873	7987a9ef5274f52c17dad518a8b2966d8eb8b550d789ceb9308963ae03adaf3e	NA
2026-09-14T05:13:14Z	cpt_dmg_mean_k40_r1_seed42	353	11567104	39029394	3.522495	NA	1.484717	1.01360746e-06	6.375	5.71875	1.734375	2.1875	11935	4973.82	16782.51	2325.6	166725d0694747ccb46eb4883e0a96e6cece0873	7987a9ef5274f52c17dad518a8b2966d8eb8b550d789ceb9308963ae03adaf3e	NA
2026-09-14T05:17:57Z	cpt_Qwen2.5-0.5B_r1ctrl_seed42	10	327680	1099296	2.686064	NA	1.154298	9.998705533e-06	3.4375	2.140625	1.492188	2.25	11935	1483.19	4975.8	220.93	166725d0694747ccb46eb4883e0a96e6cece0873	56b9dcb52635a2c491fa014f843d56dedd51118f64821762606f208bd2d561fc	NA
2026-09-14T05:18:51Z	cpt_Qwen2.5-0.5B_r1ctrl_seed42	19	622592	2100511	2.87275	NA	1.153586	9.975580037e-06	3.484375	2.140625	1.625	2.203125	11935	2263.56	7636.84	275.05	166725d0694747ccb46eb4883e0a96e6cece0873	56b9dcb52635a2c491fa014f843d56dedd51118f64821762606f208bd2d561fc	NA
2026-09-14T05:19:45Z	cpt_Qwen2.5-0.5B_r1ctrl_seed42	28	917504	3090690	2.762889	NA	1.152827	9.924382433e-06	3.609375	2.375	1.585938	2.203125	11935	2792.36	9406.3	328.58	166725d0694747ccb46eb4883e0a96e6cece0873	56b9dcb52635a2c491fa014f843d56dedd51118f64821762606f208bd2d561fc	NA
2026-09-14T05:20:40Z	cpt_Qwen2.5-0.5B_r1ctrl_seed42	37	1212416	4079039	2.765061	NA	1.152156	9.845509235e-06	3.125	2.015625	1.40625	1.921875	11935	3161.87	10637.74	383.45	166725d0694747ccb46eb4883e0a96e6cece0873	56b9dcb52635a2c491fa014f843d56dedd51118f64821762606f208bd2d561fc	NA
2026-09-14T05:21:34Z	cpt_Qwen2.5-0.5B_r1ctrl_seed42	46	1507328	5066514	2.776398	NA	1.151494	9.739492028e-06	3.375	2.234375	1.507812	2.03125	11935	3445.73	11581.98	437.45	166725d0694747ccb46eb4883e0a96e6cece0873	56b9dcb52635a2c491fa014f843d56dedd51118f64821762606f208bd2d561fc	NA
2026-09-14T05:22:28Z	cpt_Qwen2.5-0.5B_r1ctrl_seed42	55	1802240	6055371	2.687337	NA	1.151114	9.606733152e-06	3.953125	2.6875	1.703125	2.34375	11935	3663.28	12308.31	491.97	166725d0694747ccb46eb4883e0a96e6cece0873	56b9dcb52635a2c491fa014f843d56dedd51118f64821762606f208bd2d561fc	NA
2026-09-14T05:23:22Z	cpt_Qwen2.5-0.5B_r1ctrl_seed42	64	2097152	7049878	2.574723	NA	1.150631	9.447217351e-06	3.03125	1.90625	1.390625	1.90625	11935	3845.12	12925.91	545.41	166725d0694747ccb46eb4883e0a96e6cece0873	56b9dcb52635a2c491fa014f843d56dedd51118f64821762606f208bd2d561fc	NA
2026-09-14T05:24:17Z	cpt_Qwen2.5-0.5B_r1ctrl_seed42	73	2392064	8042731	2.671315	NA	1.150223	9.262967357e-06	3.046875	1.96875	1.390625	1.859375	11935	3982.77	13391.08	600.6	166725d0694747ccb46eb4883e0a96e6cece0873	56b9dcb52635a2c491fa014f843d56dedd51118f64821762606f208bd2d561fc	NA
2026-09-14T05:25:10Z	cpt_Qwen2.5-0.5B_r1ctrl_seed42	82	2686976	9039183	2.409689	NA	1.149849	9.054109236e-06	3.75	2.578125	1.5	2.265625	11935	4108.52	13821.35	654	166725d0694747ccb46eb4883e0a96e6cece0873	56b9dcb52635a2c491fa014f843d56dedd51118f64821762606f208bd2d561fc	NA
2026-09-14T05:26:05Z	cpt_Qwen2.5-0.5B_r1ctrl_seed42	91	2981888	10028127	2.650477	NA	1.149471	8.824422858e-06	3.15625	2.03125	1.398438	1.960938	11935	4209.38	14156.18	708.39	166725d0694747ccb46eb4883e0a96e6cece0873	56b9dcb52635a2c491fa014f843d56dedd51118f64821762606f208bd2d561fc	NA
2026-09-14T05:27:00Z	cpt_Qwen2.5-0.5B_r1ctrl_seed42	100	3276800	11025078	2.856886	NA	1.149111	8.571755065e-06	3.25	2.09375	1.492188	1.984375	11935	4293.05	14444.35	763.28	166725d0694747ccb46eb4883e0a96e6cece0873	56b9dcb52635a2c491fa014f843d56dedd51118f64821762606f208bd2d561fc	NA
2026-09-14T05:27:53Z	cpt_Qwen2.5-0.5B_r1ctrl_seed42	109	3571712	12018367	2.813255	NA	1.148809	8.300522288e-06	3.015625	1.960938	1.328125	1.875	11935	4373.92	14717.71	816.59	166725d0694747ccb46eb4883e0a96e6cece0873	56b9dcb52635a2c491fa014f843d56dedd51118f64821762606f208bd2d561fc	NA
2026-09-14T05:28:48Z	cpt_Qwen2.5-0.5B_r1ctrl_seed42	118	3866624	13006861	2.710124	NA	1.148563	8.012986866e-06	3.15625	2.0625	1.40625	1.9375	11935	4437.64	14927.69	871.32	166725d0694747ccb46eb4883e0a96e6cece0873	56b9dcb52635a2c491fa014f843d56dedd51118f64821762606f208bd2d561fc	NA
2026-09-14T05:29:41Z	cpt_Qwen2.5-0.5B_r1ctrl_seed42	127	4161536	14005490	2.653961	NA	1.148272	7.706503625e-06	3.328125	2.21875	1.484375	1.992188	11935	4499.67	15143.45	924.85	166725d0694747ccb46eb4883e0a96e6cece0873	56b9dcb52635a2c491fa014f843d56dedd51118f64821762606f208bd2d561fc	NA
2026-09-14T05:30:38Z	cpt_Qwen2.5-0.5B_r1ctrl_seed42	137	4489216	15091163	2.618796	NA	1.147987	7.357347085e-06	2.953125	1.875	1.320312	1.851562	11935	4570.95	15365.91	982.12	166725d0694747ccb46eb4883e0a96e6cece0873	56b9dcb52635a2c491fa014f843d56dedd51118f64821762606f208bd2d561fc	NA
2026-09-14T05:31:33Z	cpt_Qwen2.5-0.5B_r1ctrl_seed42	146	4784128	16081970	3.112809	NA	1.147773	7.026366569e-06	8.25	6.375	2.546875	4.5625	11935	4615.68	15515.72	1036.5	166725d0694747ccb46eb4883e0a96e6cece0873	56b9dcb52635a2c491fa014f843d56dedd51118f64821762606f208bd2d561fc	NA
2026-09-14T05:32:26Z	cpt_Qwen2.5-0.5B_r1ctrl_seed42	155	5079040	17067319	2.724591	NA	1.147666	6.687665616e-06	3.15625	2	1.429688	1.96875	11935	4660.89	15662.19	1089.71	166725d0694747ccb46eb4883e0a96e6cece0873	56b9dcb52635a2c491fa014f843d56dedd51118f64821762606f208bd2d561fc	NA
2026-09-14T05:33:21Z	cpt_Qwen2.5-0.5B_r1ctrl_seed42	164	5373952	18077302	2.819196	NA	1.1475	6.332833248e-06	3.25	2.171875	1.429688	1.945312	11935	4696.34	15797.9	1144.29	166725d0694747ccb46eb4883e0a96e6cece0873	56b9dcb52635a2c491fa014f843d56dedd51118f64821762606f208bd2d561fc	NA
2026-09-14T05:34:14Z	cpt_Qwen2.5-0.5B_r1ctrl_seed42	173	5668864	19090470	2.610547	NA	1.147379	5.971405054e-06	3.25	2.078125	1.421875	2.0625	11935	4732.8	15938.18	1197.78	166725d0694747ccb46eb4883e0a96e6cece0873	56b9dcb52635a2c491fa014f843d56dedd51118f64821762606f208bd2d561fc	NA
2026-09-14T05:35:08Z	cpt_Qwen2.5-0.5B_r1ctrl_seed42	182	5963776	20103724	2.633734	NA	1.147231	5.606839533e-06	3.234375	2.125	1.40625	1.976562	11935	4766.4	16067.41	1251.21	166725d0694747ccb46eb4883e0a96e6cece0873	56b9dcb52635a2c491fa014f843d56dedd51118f64821762606f208bd2d561fc	NA
